GUID,GEOGDESC,Male,Female,Total
2AE19629227513A3E055000000000001,Carbury,89,1046,4586
2AE19629228113A3E055000000000001,Carrick,494,1918,1951
2AE1962922A413A3E055000000000001,Cloncurry,115,131,4
2AE1962922B113A3E055000000000001,Drehid,102,2633,3232
2AE1962922C013A3E055000000000001,Dunfierth,606,3376,4318
2AE19629221613A3E055000000000001,Killinthomas,510,1634,3650
2AE19629222113A3E055000000000001,Kilpatrick,883,3923,4483
2AE19629222213A3E055000000000001,Kilrainy,885,2125,2244
2AE19629223F13A3E055000000000001,Lullymore,823,1661,408
2AE19629227813A3E055000000000001,Rathangan,928,1765,3758
2AE19629229013A3E055000000000001,Thomastown,92,2664,2509
2AE19629229C13A3E055000000000001,Windmill Cross,325,2609,319
2AE19629224A13A3E055000000000001,Ballymore Eustace,919,434,157
2AE19629225713A3E055000000000001,Ballysax East,744,107,2539
2AE19629225813A3E055000000000001,Ballysax West,601,1716,1251
2AE19629226713A3E055000000000001,Bodenstown,56,2878,4887
2AE19629227F13A3E055000000000001,Carnalway,86,1899,4288
2AE19629228013A3E055000000000001,Carragh,993,384,2781
2AE19629229913A3E055000000000001,Clane,492,722,1708
2AE1962922AF13A3E055000000000001,Donore,683,2547,4763
2AE1962922B013A3E055000000000001,Downings,979,1517,1900
2AE1962922B213A3E055000000000001,Droichead Nua (Newbridge) Rural,128,2465,2615
2AE1962922BF13A3E055000000000001,Droichead Nua (Newbridge) Urban,807,2852,109
2AE1962922C213A3E055000000000001,Dunmurry,167,1023,80
2AE1962922C313A3E055000000000001,Feighcullen,874,3286,3981
2AE1962921FC13A3E055000000000001,Gilltown,437,1070,3455
2AE19629221313A3E055000000000001,Kilcullen,639,714,3287
2AE19629220913A3E055000000000001,Kildare,908,2871,1304
2AE19629221413A3E055000000000001,Kill,451,940,2865
2AE19629221513A3E055000000000001,Killashee,331,1235,2929
2AE19629221713A3E055000000000001,Kilmeage North,638,355,2344
2AE19629222013A3E055000000000001,Kilmeage South,119,2184,2110
2AE19629222B13A3E055000000000001,Kilteel,688,3082,2785
2AE19629222D13A3E055000000000001,Ladytown,968,817,1315
2AE19629224E13A3E055000000000001,Morristownbiller,469,3672,4789
2AE19629225A13A3E055000000000001,Naas Rural,344,2159,4327
2AE19629226813A3E055000000000001,Newtown,306,3225,1346
2AE19629226A13A3E055000000000001,Oldconnell,944,3947,682
2AE19629226B13A3E055000000000001,Oughterard,553,3054,1355
2AE19629227613A3E055000000000001,Pollardstown,467,3934,1664
2AE19629227913A3E055000000000001,Rathernan,724,278,3899
2AE19629228213A3E055000000000001,Rathmore,289,377,3956
2AE19629228313A3E055000000000001,Robertstown,880,733,2903
2AE19629229113A3E055000000000001,Timahoe North,531,1447,2150
2AE19629229213A3E055000000000001,Timahoe South,628,1584,791
2AE19629229B13A3E055000000000001,Usk,228,1162,248
2AE19629240C13A3E055000000000001,Kilkenny No. 1 Urban,971,143,1951
2AE19629240D13A3E055000000000001,Kilkenny No. 2 Urban,830,2706,4140
2AE1962923B813A3E055000000000001,Burnchurch,787,1340,2507
2AE1962923B913A3E055000000000001,Callan Rural,473,1592,4903
2AE1962923BA13A3E055000000000001,Callan Urban,577,1544,4348
2AE1962923CC13A3E055000000000001,Coolaghmore,346,1347,428
2AE1962923DA13A3E055000000000001,Dunamaggan,563,3575,2527
2AE1962923DF13A3E055000000000001,Earlstown,966,2651,1850
2AE19629240213A3E055000000000001,Kells,51,890,3531
2AE1962923B613A3E055000000000001,Killamery,446,1811,1346
2AE1962923BC13A3E055000000000001,Kilmaganny,85,2547,1662
2AE1962923BE13A3E055000000000001,Kilmanagh,602,3988,3765
2AE1962923C813A3E055000000000001,Mallardstown,31,1513,3848
2AE1962923EB13A3E055000000000001,Scotsborough,320,3557,2757
2AE19629240113A3E055000000000001,Tullaghanbrogue,849,2374,2810
2AE19629220C13A3E055000000000001,Boolyglass,550,1892,1069
2AE1962923E713A3E055000000000001,Fiddown,278,2320,1129
2AE1962923CE13A3E055000000000001,Muckalee,349,2832,4492
2AE1962923D713A3E055000000000001,Pilltown,355,868,3086
2AE1962923F513A3E055000000000001,Templeorum,385,2117,927
2AE1962923FF13A3E055000000000001,Tubbrid,278,2646,3677
2AE19629240613A3E055000000000001,Tullahought,676,1434,3283
2AE19629241113A3E055000000000001,Whitechurch,381,726,4570
2AE1962922A813A3E055000000000001,Attanagh,244,1289,216
2AE1962921FE13A3E055000000000001,Ballyragget,351,2085,4442
2AE1962923BF13A3E055000000000001,Castlecomer,712,1346,4974
2AE1962923C513A3E055000000000001,Clogh,864,2814,2403
2AE1962923C613A3E055000000000001,Clogharinka,285,916,1268
2AE1962923B713A3E055000000000001,Kilmacar,530,3248,1527
2AE1962923C913A3E055000000000001,Moneenroe,153,210,3145
2AE1962923CA13A3E055000000000001,Mothell,617,3565,3135
2AE1962923CF13A3E055000000000001,Muckalee,303,2014,2312
2AE19629220E13A3E055000000000001,Brownsford,744,2788,2409
2AE1962923DB13A3E055000000000001,Dysartmoon,155,853,1958
2AE1962923FD13A3E055000000000001,Jerpoint West,758,1300,2673
2AE1962923C713A3E055000000000001,Listerlin,824,3454,1870
2AE1962923E913A3E055000000000001,Rosbercon Rural,272,3304,1991
2AE1962923EE13A3E055000000000001,Shanbogh,970,987,336
2AE1962923F913A3E055000000000001,The Rower,152,2546,2514
2AE1962922B313A3E055000000000001,Ballinamara,47,1824,3187
2AE1962922B513A3E055000000000001,Ballybeagh,326,1958,4828
2AE1962922C413A3E055000000000001,Ballycallan,318,731,1642
2AE1962923C113A3E055000000000001,Clara,112,2250,1065
2AE1962923CD13A3E055000000000001,Coolcraheen,626,3652,4198
2AE1962923D413A3E055000000000001,Dunbell,793,1439,4391
2AE1962923D913A3E055000000000001,Dunmore,766,3553,1836
2AE1962923EC13A3E055000000000001,Freshford,665,2281,2317
2AE1962923F213A3E055000000000001,Gowran,123,845,1964
2AE1962923F713A3E055000000000001,Grange,131,3724,1920
2AE1962923B213A3E055000000000001,Kilkenny Rural,969,189,215
2AE1962923B313A3E055000000000001,Kilkieran,35,3693,3020
2AE1962923D013A3E055000000000001,Odagh,999,1030,3538
2AE1962923D113A3E055000000000001,Outrath,91,141,1070
2AE1962923D613A3E055000000000001,Paulstown,385,2468,1186
2AE1962923E313A3E055000000000001,Rathcoole,332,2602,3978
2AE1962923E413A3E055000000000001,Rathealy,843,363,3439
2AE1962923F313A3E055000000000001,St. Canice,687,3099,2534
2AE1962923EF13A3E055000000000001,Shankill,504,460,4464
2AE1962923FB13A3E055000000000001,Tiscoffin,353,3754,3844
2AE19629240713A3E055000000000001,Tullaroan,789,2292,1653
2AE19629229E13A3E055000000000001,Aghaviller,443,1499,4209
2AE1962922C613A3E055000000000001,Ballyhale,776,2065,2167
2AE1962921FF13A3E055000000000001,Ballyvool,936,2848,4335
2AE19629220B13A3E055000000000001,Bennettsbridge,462,3392,3526
2AE19629220D13A3E055000000000001,Bramblestown,291,11,3590
2AE1962923BB13A3E055000000000001,Castlebanny,574,2078,1499
2AE1962923C013A3E055000000000001,Castlegannon,689,3124,3268
2AE1962923D213A3E055000000000001,Coolhill,711,1234,3253
2AE1962923D313A3E055000000000001,Danesfort,735,2343,1996
2AE1962923E013A3E055000000000001,Ennisnag,742,1657,2180
2AE1962923E113A3E055000000000001,Famma,355,25,246
2AE1962923E813A3E055000000000001,Freaghana,180,230,1744
2AE1962923F113A3E055000000000001,Goresbridge,21,2149,2371
2AE1962923F613A3E055000000000001,Graiguenamanagh,29,2607,180
2AE1962923F813A3E055000000000001,Inistioge,108,895,2181
2AE1962923FC13A3E055000000000001,Jerpoint Church,221,2915,696
2AE19629240A13A3E055000000000001,Kilfane,9,2671,943
2AE19629240B13A3E055000000000001,Kilkeasy,365,1498,4363
2AE1962923C213A3E055000000000001,Kiltorcan,142,3862,3994
2AE1962923C313A3E055000000000001,Knocktopher,874,3052,563
2AE1962923D813A3E055000000000001,Pleberstown,347,1745,3922
2AE1962923DE13A3E055000000000001,Powerstown,744,2979,4542
2AE1962923F413A3E055000000000001,Stonyford,304,3228,3968
2AE1962923FA13A3E055000000000001,Thomastown,135,3222,631
2AE19629240513A3E055000000000001,Tullaherin,272,3284,930
2AE19629240E13A3E055000000000001,Ullard,884,185,3973
2AE1962923B413A3E055000000000001,Woolengrange,204,3777,4001
2AE1962922A913A3E055000000000001,Balleen,533,3519,765
2AE1962922C513A3E055000000000001,Ballyconra,858,3625,734
2AE19629220013A3E055000000000001,Baunmore,181,300,4208
2AE1962923CB13A3E055000000000001,Clomantagh,887,382,1181
2AE1962923ED13A3E055000000000001,Galmoy,610,1551,3370
2AE1962923F013A3E055000000000001,Glashare,974,2083,827
2AE1962923FE13A3E055000000000001,Johnstown,151,648,4348
2AE1962923C413A3E055000000000001,Lisdowney,679,2556,1262
2AE1962923E213A3E055000000000001,Rathbeagh,939,3623,1687
2AE19629240013A3E055000000000001,Tubbridbrittain,724,121,3036
2AE19629241013A3E055000000000001,Urlingford,567,3017,4601
2AE1962922A713A3E055000000000001,Aglish,779,1524,401
2AE1962922B413A3E055000000000001,Ballincrea,36,3332,4137
2AE1962923D513A3E055000000000001,Dunkitt,455,1041,3872
2AE1962923E613A3E055000000000001,Farnoge,359,2641,4509
2AE19629240313A3E055000000000001,Kilbeacon,591,2327,1248
2AE19629240413A3E055000000000001,Kilbride,565,3155,3072
2AE19629240813A3E055000000000001,Kilcolumb,378,513,3610
2AE19629240913A3E055000000000001,Kilculliheen (part),969,3579,4953
2AE1962923B513A3E055000000000001,Killahy,567,3742,914
2AE1962923BD13A3E055000000000001,Kilmakevoge,988,1577,1138
2AE1962923DC13A3E055000000000001,Pollrone,51,3747,1351
2AE1962923DD13A3E055000000000001,Portnascully,723,342,2753
2AE1962923E513A3E055000000000001,Rathpatrick,694,2269,2992
2AE1962923EA13A3E055000000000001,Rossinan,699,3176,4615
2AE19629240F13A3E055000000000001,Ullid,289,3162,4892
2AE1962916A813A3E055000000000001,Abbeyleix,781,1204,4004
2AE1962916A913A3E055000000000001,Aghmacart,243,2878,3738
2AE1962916AE13A3E055000000000001,Ballinakill,819,2619,786
2AE1962916AF13A3E055000000000001,Ballyroan,524,3180,3720
2AE1962916B113A3E055000000000001,Blandsfort,127,8,4358
2AE1962916BC13A3E055000000000001,Caher,467,718,4829
2AE1962916C113A3E055000000000001,Castletown,715,430,4437
2AE1962916C213A3E055000000000001,Clash,648,1390,4952
2AE1962916C613A3E055000000000001,Clonkeen,568,2129,1507
2AE1962916C813A3E055000000000001,Colt,963,2248,3759
2AE1962916CA13A3E055000000000001,Cuffsborough,123,1032,3469
2AE1962916B313A3E055000000000001,Cullahill,491,528,4626
2AE1962916B413A3E055000000000001,Cullenagh,219,3110,3417
2AE1962916B713A3E055000000000001,Donaghmore,375,2022,2931
2AE1962916B813A3E055000000000001,Donore,874,179,2797
2AE1962916D113A3E055000000000001,Dunmore,604,799,2621
2AE1962916D213A3E055000000000001,Durrow,906,3700,1096
2AE1962916D313A3E055000000000001,Dysartgallen,705,1237,4492
2AE1962916D713A3E055000000000001,Fossy,966,2374,3727
2AE1962916DB13A3E055000000000001,Grantstown,618,1291,4102
2AE1962916DD13A3E055000000000001,Kilcoke,375,2910,2130
2AE1962916DF13A3E055000000000001,Kildellig,779,1398,2173
2AE1962916CC13A3E055000000000001,Killermogh,490,1639,4190
2AE1962916CF13A3E055000000000001,Kilnaseer,235,255,3454
2AE1962916F713A3E055000000000001,Raheen,363,1812,156
2AE1962916F913A3E055000000000001,Rathdowney,759,2476,264
2AE19629170213A3E055000000000001,Timahoe,409,1315,1032
2AE1962916A113A3E055000000000001,Ballyadams,256,887,1072
2AE1962916A713A3E055000000000001,Ballylynan,854,2265,268
2AE1962916B013A3E055000000000001,Barrowhouse,562,1268,75
2AE1962916B513A3E055000000000001,Curraclone,2,1436,3773
2AE1962916CB13A3E055000000000001,Killabban,947,3705,4912
2AE1962916E213A3E055000000000001,Luggacurren,30,3585,2835
2AE1962916F013A3E055000000000001,Moyanna,538,1050,1532
2AE1962916F813A3E055000000000001,Rathaspick,472,2967,4471
2AE19629170013A3E055000000000001,Stradbally,887,3107,3438
2AE19629170113A3E055000000000001,Tankardstown,48,357,4113
2AE19629170313A3E055000000000001,Timogue,163,3466,2322
2AE19629170713A3E055000000000001,Vicarstown,938,2608,990
2AE1962916AA13A3E055000000000001,Arderin,509,1906,1403
2AE1962916A213A3E055000000000001,Ballybrittas,44,404,2554
2AE1962916A413A3E055000000000001,Ballycarroll,772,3789,3373
2AE1962916A513A3E055000000000001,Ballyfin,442,2723,3174
2AE1962916B213A3E055000000000001,Borris,592,1217,3199
3576C59993454152E0530100007F0280,Brisha / Capard,877,1109,1280
2AE1962916BE13A3E055000000000001,Cappalough,891,2474,1876
2AE1962916BF13A3E055000000000001,Cardtown,285,936,3213
2AE1962916C013A3E055000000000001,Castlecuffe,240,1244,3812
2AE1962916C313A3E055000000000001,Clonaslee,449,1407,209
2AE1962916C413A3E055000000000001,Clondarrig,915,1319,2234
2AE1962916C513A3E055000000000001,Clonin,784,999,1697
2AE1962916C913A3E055000000000001,Coolrain,681,2710,2889
2AE1962916B613A3E055000000000001,Dangans,640,90,1185
2AE1962916D413A3E055000000000001,Emo,629,417,446
2AE1962916D813A3E055000000000001,Garrymore,818,727,837
2AE1962916D913A3E055000000000001,Graigue,525,3546,4588
2AE1962916DC13A3E055000000000001,Jamestown,932,406,3745
2AE1962916DE13A3E055000000000001,Kilcolmanbane,521,2997,3093
2AE1962916CD13A3E055000000000001,Kilmullen,585,3114,502
2AE1962916CE13A3E055000000000001,Kilmurry,542,2789,1960
2AE1962916E113A3E055000000000001,Lacka,552,3754,791
2AE1962916E913A3E055000000000001,Marymount,113,1213,434
2AE1962916EA13A3E055000000000001,Meelick,751,476,4837
2AE1962916ED13A3E055000000000001,Mountmellick Rural,39,591,4517
2AE1962916EE13A3E055000000000001,Mountmellick Urban,726,531,1314
2AE1962916EF13A3E055000000000001,Mountrath,225,1530,337
2AE1962916F113A3E055000000000001,Nealstown,589,2673,2086
2AE1962916F313A3E055000000000001,O'More's Forest,788,843,3842
2AE1962916F413A3E055000000000001,Portarlington South,734,1844,4465
2AE1962916F513A3E055000000000001,Portlaoighise (Maryborough) Rural,666,3266,797
2AE1962916F613A3E055000000000001,Portlaoighise (Maryborough) Urban,807,2510,2700
2AE1962916E413A3E055000000000001,Rearymore,584,1907,416
2AE1962916E513A3E055000000000001,Rosenallis,160,3079,4155
2AE1962916E713A3E055000000000001,Sallyford,991,1958,1001
2AE1962916E813A3E055000000000001,Shaen,176,3936,867
2AE19629170413A3E055000000000001,Tinnahinch,764,1101,4717
2AE19629170513A3E055000000000001,Trumra,214,2781,131
2AE1962916A313A3E055000000000001,Ballybrophy,115,3636,101
2AE1962916BA13A3E055000000000001,Borris-in-Ossory,189,3381,2481
2AE1962916C713A3E055000000000001,Clonmore,232,2395,1010
2AE1962916D513A3E055000000000001,Errill,866,1531,1780
2AE1962916D013A3E055000000000001,Kyle,445,963,3813
2AE1962916E013A3E055000000000001,Kyle South,550,2488,793
2AE1962916EB13A3E055000000000001,Moneenalassa,585,895,225
2AE1962916EC13A3E055000000000001,Moneymore,588,1092,4848
2AE1962916E313A3E055000000000001,Rathsaran,472,3635,176
2AE1962916AB13A3E055000000000001,Ardough,687,3026,3278
2AE1962916AC13A3E055000000000001,Arless,770,2162,1396
2AE1962916AD13A3E055000000000001,Ballickmoyler,691,2079,3737
2AE1962916A613A3E055000000000001,Ballylehane,797,1702,4301
2AE1962916B913A3E055000000000001,Doonane,626,886,578
2AE1962916D613A3E055000000000001,Farnans,957,2088,1139
2AE1962916DA13A3E055000000000001,Graigue Rural,554,1484,576
2AE1962916F213A3E055000000000001,Newtown,6,1036,1827
2AE1962916E613A3E055000000000001,Rossmore,643,349,3939
2AE1962916FF13A3E055000000000001,Shrule,596,1065,1590
2AE19629170613A3E055000000000001,Turra,403,2812,4149
2AE19629192513A3E055000000000001,Longford No. 1 Urban,454,1353,341
2AE19629192613A3E055000000000001,Longford No. 2 Urban,871,3188,920
2AE19629180613A3E055000000000001,Agharra,735,3655,1908
2AE19629180C13A3E055000000000001,Ballymahon,958,305,3836
2AE1962917EE13A3E055000000000001,Cashel East,867,3245,4973
2AE1962917EF13A3E055000000000001,Cashel West,696,2634,4718
2AE1962918EB13A3E055000000000001,Doory,834,2946,2147
2AE19629190013A3E055000000000001,Forgney,227,3429,1841
2AE19629190113A3E055000000000001,Foxhall,327,1352,3283
2AE19629190F13A3E055000000000001,Kilcommock,994,3508,367
2AE19629191013A3E055000000000001,Kilglass,617,373,2077
2AE19629191A13A3E055000000000001,Ledwithstown,271,1634,91
2AE19629180413A3E055000000000001,Abbeylara,536,3104,2111
2AE19629180913A3E055000000000001,Ballinalee,638,3238,4258
2AE19629180D13A3E055000000000001,Ballymuigh,650,640,811
2AE19629180F13A3E055000000000001,Bunlahy,272,3017,455
2AE1962917F213A3E055000000000001,Columbkille,158,505,808
2AE1962917F313A3E055000000000001,Coolamber,357,1274,1534
2AE1962918DE13A3E055000000000001,Creevy,672,3031,3514
2AE1962918DF13A3E055000000000001,Crosagstown,922,3609,486
2AE1962918E013A3E055000000000001,Currygrane,63,1803,4639
2AE1962918EA13A3E055000000000001,Dalystown,400,319,3467
2AE1962918F613A3E055000000000001,Drummeel,233,287,2476
3576C59992AD4152E0530100007F0280,Firry / Newgrove,975,3509,2189
2AE19629190213A3E055000000000001,Gelshagh,622,2150,2594
2AE19629190313A3E055000000000001,Granard Rural,376,3691,3504
2AE19629190413A3E055000000000001,Granard Urban,354,814,4450
2AE19629191913A3E055000000000001,Knockanbaun,751,269,2939
2AE19629191B13A3E055000000000001,Lislea,149,2028,1892
2AE1962918F713A3E055000000000001,Meathas Truim,139,1440,2654
2AE19629192813A3E055000000000001,Milltown,891,2949,13
2AE19629192913A3E055000000000001,Moatfarrell,314,1034,3356
2AE19629193313A3E055000000000001,Moyne,542,1725,4478
2AE19629194013A3E055000000000001,Mullanalaghta,276,1729,1781
2AE19629194D13A3E055000000000001,Sonnagh,891,274,1807
2AE19629180513A3E055000000000001,Aghaboy,735,1693,230
2AE19629180713A3E055000000000001,Ardagh East,724,1218,3878
2AE19629180813A3E055000000000001,Ardagh West,186,3129,146
2AE19629180A13A3E055000000000001,Ballinamuck East,382,1683,483
2AE19629180B13A3E055000000000001,Ballinamuck West,241,286,450
2AE19629180E13A3E055000000000001,Breanrisk,567,3478,156
2AE19629181013A3E055000000000001,Caldragh,55,566,1389
2AE1962917F013A3E055000000000001,Cloondara,500,1441,1270
2AE1962917F113A3E055000000000001,Cloonee,805,3488,673
2AE1962918DD13A3E055000000000001,Corboy,889,2869,1040
2AE1962918EC13A3E055000000000001,Drumgort,616,2793,1667
2AE1962918F513A3E055000000000001,Drumlish,493,1631,3073
2AE19629191113A3E055000000000001,Killashee,23,1208,4565
2AE19629191813A3E055000000000001,Killoe,932,1483,284
2AE19629192713A3E055000000000001,Longford Rural,509,2397,995
2AE19629193113A3E055000000000001,Mountdavis,309,1053,496
2AE19629193213A3E055000000000001,Moydow,982,2138,3718
2AE19629194213A3E055000000000001,Newtown Forbes,106,1871,4198
2AE19629194313A3E055000000000001,Rathcline,919,1087,1618
2AE1962918C813A3E055000000000001,Fair Gate,17,232,46
2AE19629193513A3E055000000000001,St. Laurence Gate,704,870,1465
2AE19629191E13A3E055000000000001,West Gate,381,1908,2104
2AE19629193613A3E055000000000001,Dundalk Urban No. 1,325,3164,4849
2AE19629193713A3E055000000000001,Dundalk Urban No. 2,34,2741,3288
2AE1962918E313A3E055000000000001,Dundalk Urban No. 3,433,1474,1884
2AE19629193813A3E055000000000001,Dundalk Urban No. 4,668,3014,4768
2AE19629194E13A3E055000000000001,Ardee Rural,131,565,2452
2AE19629194F13A3E055000000000001,Ardee Urban,103,2323,4266
2AE19629195E13A3E055000000000001,Castlebellingham,516,1630,744
2AE19629197313A3E055000000000001,Clonkeen,324,3802,3806
2AE19629197D13A3E055000000000001,Collon,949,2894,2077
2AE1962918C913A3E055000000000001,Dromin,366,370,1250
2AE1962918D613A3E055000000000001,Dromiskin,563,3354,1528
2AE1962918D713A3E055000000000001,Drumcar,813,2421,33
2AE1962918E413A3E055000000000001,Dunleer,414,3603,2655
2AE19629192B13A3E055000000000001,Stabannan,655,2777,2599
2AE19629192C13A3E055000000000001,Tallanstown,692,3311,4712
2AE19629195013A3E055000000000001,Ballymascanlan,20,3238,162
2AE19629195C13A3E055000000000001,Barronstown,423,1582,192
2AE19629195D13A3E055000000000001,Carlingford,505,87,3861
2AE19629196813A3E055000000000001,Castlering,524,2547,3300
2AE19629196913A3E055000000000001,Castletown,360,1838,170
2AE19629197E13A3E055000000000001,Creggan Upper,26,3310,528
2AE1962918C713A3E055000000000001,Darver,978,3029,4587
2AE1962918E113A3E055000000000001,Drummullagh,415,3570,2116
2AE1962918E213A3E055000000000001,Dundalk Rural,46,2558,3477
2AE1962918EE13A3E055000000000001,Faughart,338,3269,3162
2AE1962918EF13A3E055000000000001,Greenore,852,581,4556
2AE1962918F913A3E055000000000001,Haggardstown,605,3266,3690
